,Unnamed: 0,code_p,Inventory value,Inventory,Total orders,total 23,AV23,multiplier,Minimum stock,purchase_r,name_p_BRI,name_p_BRIS,name_p_COB TUBE,name_p_COSTA,name_p_Cob magnet,name_p_Deep SMD,name_p_JIMI,name_p_MINI B,name_p_MINI C,name_p_PATENT,name_p_SELINE,name_p_STEPS,name_p_TORRES,color_p_B,color_p_G,color_p_W,color_p_WG,color_p_b,color_p_g,color_p_w,Month,Value
180,180,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,January,71
181,181,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,February,123
182,182,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,March,54
183,183,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,April,87
184,184,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,May,88
185,185,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,June,139
186,186,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,July,90
187,187,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,August,67
188,188,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,September,113
189,189,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,October,25
190,190,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Novermber,47
191,191,15303,2988,498,300,922,68,6,410,388,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,December,18
192,192,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,January,23
193,193,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,February,40
194,194,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,March,26
195,195,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,April,7
196,196,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,May,61
197,197,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,June,43
198,198,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,July,23
199,199,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,August,9
200,200,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,September,39
201,201,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,October,22
202,202,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Novermber,44
203,203,15304,2082,347,0,375,27,5,137,210,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,December,38
204,204,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,January,26
205,205,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,February,5
206,206,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,March,6
207,207,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,April,0
208,208,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,May,0
209,209,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,June,3
210,210,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,July,13
211,211,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,August,0
212,212,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,September,0
213,213,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,October,0
214,214,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Novermber,16
215,215,15307,304,95,0,72,6,5,29,66,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,December,3
216,216,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,January,36
217,217,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,February,72
218,218,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,March,12
219,219,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,April,24
220,220,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,May,48
221,221,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,June,30
222,222,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,July,38
223,223,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,August,7
224,224,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,September,59
225,225,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,October,2
226,226,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Novermber,12
227,227,15305,1763,248,700,375,24,5,118,830,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,December,35
228,228,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,January,1
229,229,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,February,0
230,230,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,March,1
231,231,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,April,9
232,232,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,May,4
233,233,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,June,5
234,234,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,July,1
235,235,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,August,2
236,236,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,September,0
237,237,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,October,0
238,238,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Novermber,0
239,239,15308,628,146,0,23,1,5,3,143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,December,0
240,240,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,January,50
241,241,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,February,74
242,242,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,March,45
243,243,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,April,42
244,244,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,May,41
245,245,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,June,73
246,246,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,July,30
247,247,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,August,14
248,248,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,September,53
249,249,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,October,24
250,250,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Novermber,70
251,251,15302,12084,228,0,559,38,5,191,37,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,December,43
252,252,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,January,120
253,253,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,February,205
254,254,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,March,43
255,255,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,April,46
256,256,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,May,157
257,257,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,June,157
258,258,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,July,137
259,259,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,August,76
260,260,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,September,156
261,261,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,October,30
262,262,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Novermber,50
263,263,15301,27401,517,1680,1229,90,6,539,1658,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,December,52
264,264,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,January,0
265,265,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,February,0
266,266,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,March,0
267,267,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,April,0
268,268,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,May,0
269,269,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,June,0
270,270,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,July,0
271,271,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,August,0
272,272,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,September,0
273,273,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,October,0
274,274,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Novermber,4
275,275,15450,9462,83,0,8,1,5,4,79,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,December,4
276,276,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,January,0
277,277,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,February,0
278,278,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,March,0
279,279,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,April,0
280,280,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,May,0
281,281,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,June,0
282,282,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,July,0
283,283,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,August,0
284,284,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,September,0
285,285,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,October,0
286,286,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Novermber,3
287,287,15452,10353,87,0,7,1,5,3,84,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,December,4
288,288,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,January,0
289,289,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,February,0
290,290,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,March,0
291,291,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,April,0
292,292,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,May,0
293,293,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,June,0
294,294,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,July,0
295,295,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,August,0
296,296,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,September,0
297,297,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,October,0
298,298,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Novermber,2
299,299,15453,14424,77,10,10,0,5,2,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,December,8
300,300,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,January,0
301,301,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,February,0
302,302,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,March,0
303,303,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,April,0
304,304,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,May,0
305,305,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,June,0
306,306,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,July,0
307,307,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,August,0
308,308,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,September,0
309,309,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,October,0
310,310,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Novermber,2
311,311,15455,15405,79,10,10,0,5,2,87,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,December,8
312,312,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,January,0
313,313,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,February,0
314,314,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,March,0
315,315,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,April,0
316,316,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,May,0
317,317,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,June,0
318,318,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,July,0
319,319,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,August,0
320,320,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,September,0
321,321,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,October,0
322,322,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Novermber,2
323,323,15456,19880,70,20,4,0,5,2,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,December,2
324,324,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,January,0
325,325,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,February,0
326,326,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,March,0
327,327,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,April,0
328,328,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,May,0
329,329,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,June,0
330,330,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,July,0
331,331,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,August,0
332,332,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,September,0
333,333,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,October,0
334,334,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Novermber,2
335,335,15458,7350,25,66,6,0,5,2,89,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,December,4
336,336,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,January,0
337,337,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,February,0
338,338,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,March,0
339,339,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,April,0
340,340,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,May,0
341,341,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,June,0
342,342,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,July,0
343,343,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,August,0
344,344,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,September,0
345,345,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,October,0
346,346,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Novermber,0
347,347,15451,10374,91,0,5,0,5,0,91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,December,5
348,348,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,January,0
349,349,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,February,0
350,350,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,March,0
351,351,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,April,0
352,352,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,May,0
353,353,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,June,0
354,354,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,July,0
355,355,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,August,0
356,356,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,September,0
357,357,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,October,0
358,358,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Novermber,0
359,359,15454,15735,84,10,1,0,5,0,94,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,December,1
360,360,15457,21868,77,20,0,0,5,0,97,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,January,0
361,361,15457,21868,77,20,0,0,5,0,97,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,February,0
362,362,15457,21868,77,20,0,0,5,0,97,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,March,0
363,363,15457,21868,77,20,0,0,5,0,97,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,April,0
