code_p,name_p_BRI,name_p_BRIS,name_p_COB TUBE,name_p_COSTA,name_p_Cob magnet,name_p_Deep SMD,name_p_JIMI,name_p_MINI B,name_p_MINI C,name_p_PATENT,name_p_SELINE,name_p_STEPS,name_p_TORRES,color_p_B,color_p_G,color_p_W,color_p_WG,color_p_b,color_p_g,color_p_w,Inventory value_normalized,Inventory_normalized,Total orders_normalized,total 23_normalized,January_normalized,February_normalized,March_normalized,April_normalized,May_normalized,June_normalized,July_normalized,August_normalized,September_normalized,October_normalized,Novermber_normalized,December_normalized,AV23_normalized,multiplier_normalized,Minimum stock_normalized,purchase_r_normalized
15088,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1387205387205387,0.0655586334256694,0.0,0.0272073921971252,0.021551724137931,0.0430622009569378,0.0301507537688442,0.0446428571428571,0.0054054054054054,0.0327868852459016,0.0122699386503067,0.033210332103321,0.0789473684210526,0.0282485875706214,0.064,0.0098522167487684,0.0292682926829268,0.0,0.0235198702351987,0.1257356875334403
15085,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2211319544652878,0.1172668513388735,0.0,0.0513347022587269,0.021551724137931,0.1913875598086124,0.0,0.0401785714285714,0.0324324324324324,0.0765027322404371,0.0102249488752556,0.070110701107011,0.0964912280701754,0.0282485875706214,0.02,0.0492610837438423,0.0292682926829268,0.0,0.0251419302514193,0.1546281433921883
15082,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4671476671476671,0.3240997229916897,0.0,0.0308008213552361,0.0474137931034482,0.0574162679425837,0.0854271356783919,0.0401785714285714,0.0216216216216216,0.0218579234972677,0.0102249488752556,0.003690036900369,0.1008771929824561,0.0112994350282485,0.032,0.0197044334975369,0.0146341463414634,0.0,0.0113544201135442,0.2835741037988229
15907,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2502485169151835,0.1163434903047091,0.0,0.0621149897330595,0.0474137931034482,0.1148325358851674,0.050251256281407,0.0580357142857142,0.081081081081081,0.0655737704918032,0.0204498977505112,0.044280442804428,0.1359649122807017,0.0621468926553672,0.02,0.0344827586206896,0.0439024390243902,0.0,0.0356853203568532,0.1471375066880685
15906,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4554753888087221,0.2086795937211449,0.0,0.0179671457905544,0.0,0.0191387559808612,0.0050251256281407,0.0401785714285714,0.0,0.0109289617486338,0.0449897750511247,0.018450184501845,0.0570175438596491,0.0282485875706214,0.056,0.0,0.0341463414634146,0.0,0.0275750202757502,0.2059925093632958
15915,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3928811928811929,0.0470914127423822,0.0,0.0056468172484599,0.0086206896551724,0.0287081339712918,0.0150753768844221,0.0401785714285714,0.0,0.0,0.0061349693251533,0.003690036900369,0.0657894736842105,0.0282485875706214,0.028,0.0,0.0048780487804878,0.0,0.0048661800486618,0.1273408239700374
15916,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3182940516273849,0.038781163434903,0.0,0.0087268993839835,0.0,0.0191387559808612,0.0050251256281407,0.0401785714285714,0.0,0.081967213114754,0.0102249488752556,0.003690036900369,0.0482456140350877,0.0338983050847457,0.02,0.0,0.0,0.0,0.0024330900243309,0.1241305510968432
15908,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6457591790925125,0.2742382271468144,0.0,0.0272073921971252,0.0129310344827586,0.0191387559808612,0.0351758793969849,0.0401785714285714,0.0486486486486486,0.0710382513661202,0.0204498977505112,0.033210332103321,0.0614035087719298,0.03954802259887,0.032,0.0,0.0195121951219512,0.0,0.0186536901865369,0.2498662386302835
15913,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2528459195125861,0.0295475530932594,0.0,0.0010266940451745,0.0,0.0239234449760765,0.0050251256281407,0.0401785714285714,0.0,0.0,0.0081799591002045,0.003690036900369,0.0482456140350877,0.0282485875706214,0.024,0.0,0.0,0.0,0.0016220600162206,0.1193151417870519
15914,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7152156485489819,0.0507848568790397,0.0,0.0035934291581108,0.0129310344827586,0.0191387559808612,0.0050251256281407,0.0401785714285714,0.0108108108108108,0.0,0.0081799591002045,0.003690036900369,0.0526315789473684,0.0282485875706214,0.024,0.0,0.0,0.0,0.0024330900243309,0.1310861423220973
15911,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9490460157126824,0.3481071098799631,0.0,0.0256673511293634,0.0991379310344827,0.0239234449760765,0.0050251256281407,0.0491071428571428,0.0216216216216216,0.0163934426229508,0.0081799591002045,0.011070110701107,0.0570175438596491,0.0621468926553672,0.028,0.0246305418719211,0.0097560975609756,0.0,0.0105433901054339,0.2980203317281969
15910,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4696488696488696,0.1883656509695291,0.0,0.0266940451745379,0.043103448275862,0.0287081339712918,0.0201005025125628,0.0714285714285714,0.0864864864864864,0.0273224043715847,0.0,0.003690036900369,0.0570175438596491,0.0621468926553672,0.028,0.0147783251231527,0.0048780487804878,0.0,0.0056772100567721,0.2086677367576244
15387,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1046657046657046,0.8698060941828255,0.0,0.0277207392197125,0.0948275862068965,0.0669856459330143,0.0201005025125628,0.0401785714285714,0.0108108108108108,0.0,0.0081799591002045,0.011070110701107,0.0921052631578947,0.0564971751412429,0.02,0.0,0.0146341463414634,0.0,0.0145985401459854,0.5976457998929909
15909,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5171075837742505,0.2068328716528162,0.0,0.0051334702258726,0.0043103448275862,0.0382775119617224,0.0050251256281407,0.0401785714285714,0.0054054054054054,0.0054644808743169,0.0081799591002045,0.003690036900369,0.0570175438596491,0.0338983050847457,0.02,0.0,0.0048780487804878,0.0,0.0032441200324412,0.2209737827715356
15386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1016835016835016,0.8356417359187442,0.0,0.0400410677618069,0.1422413793103448,0.0669856459330143,0.0351758793969849,0.0401785714285714,0.027027027027027,0.0655737704918032,0.0081799591002045,0.003690036900369,0.0657894736842105,0.0282485875706214,0.052,0.0,0.0097560975609756,0.0,0.0105433901054339,0.5805243445692884
15912,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3724867724867725,0.0360110803324099,0.0,0.007700205338809,0.0,0.0239234449760765,0.0050251256281407,0.0401785714285714,0.0,0.0765027322404371,0.0081799591002045,0.003690036900369,0.0482456140350877,0.0282485875706214,0.02,0.0,0.0,0.0,0.0008110300081103,0.1235955056179775
15917,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.291005291005291,0.038781163434903,0.0,0.0005133470225872,0.0,0.0191387559808612,0.0100502512562814,0.0401785714285714,0.0,0.0,0.0081799591002045,0.003690036900369,0.0482456140350877,0.0282485875706214,0.02,0.0,0.0,0.0,0.0008110300081103,0.1252006420545746
15027,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.2374859708193041,0.2160664819944598,1.0,1.0,0.9482758620689656,0.9808612440191388,0.4020100502512563,0.0401785714285714,0.8432432432432433,1.0,1.0,0.2324723247232472,1.0,0.1299435028248587,1.0,0.4039408866995074,1.0,1.0,1.0,0.6388443017656501
150277,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.1624498957832291,0.1440443213296399,0.15,0.1350102669404517,0.0387931034482758,0.0478468899521531,0.1306532663316583,0.0625,0.0108108108108108,0.0163934426229508,0.1083844580777096,0.2583025830258302,0.1929824561403508,0.1525423728813559,0.056,0.1527093596059113,0.1756097560975609,0.0,0.1484184914841849,0.2493311931514178
15028,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,0.1255771006463527,0.2,0.6493839835728953,1.0,0.4114832535885167,0.6432160804020101,1.0,1.0,0.3278688524590163,0.1574642126789366,0.1845018450184501,0.5701754385964912,0.0677966101694915,0.056,0.5270935960591133,0.248780487804878,1.0,0.2506082725060827,0.2247191011235955
150288,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.1398108064774731,0.1024930747922437,0.15,0.0662217659137577,0.0862068965517241,0.2535885167464115,0.0050251256281407,0.0401785714285714,0.0432432432432432,0.0491803278688524,0.0102249488752556,0.0996309963099631,0.1140350877192982,0.0,0.02,0.0295566502463054,0.0341463414634146,0.0,0.0308191403081914,0.3028357410379882
15007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.0293089626422959,0.015697137580794,0.5,0.7320328542094456,0.6681034482758621,0.985645933014354,0.8140703517587939,0.0,0.3675675675675676,0.4644808743169399,0.4621676891615542,0.2878228782287823,0.9780701754385964,0.3389830508474576,0.204,0.7487684729064039,0.5951219512195122,1.0,0.5961070559610706,0.2145532370251471
15008,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.2314894981561648,0.1920590951061865,0.075,0.1955852156057494,0.271551724137931,0.430622009569378,0.2864321608040201,0.0401785714285714,0.0378378378378378,0.0163934426229508,0.0593047034764826,0.084870848708487,0.3114035087719298,0.0621468926553672,0.116,0.1428571428571428,0.1317073170731707,0.0,0.1119221411192214,0.2209737827715356
150077,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0912618245951579,0.100646352723915,0.225,0.1729979466119096,0.0603448275862069,0.1004784688995215,0.2211055276381909,0.0401785714285714,0.1405405405405405,0.0109289617486338,0.0572597137014314,0.2878228782287823,0.1885964912280701,0.2711864406779661,0.164,0.1133004926108374,0.2048780487804878,0.0,0.1727493917274939,0.2883895131086142
150088,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.2612473945807279,0.2179132040627885,0.0,0.074435318275154,0.0043103448275862,0.2296650717703349,0.0150753768844221,0.1607142857142857,0.0324324324324324,0.0,0.0531697341513292,0.040590405904059,0.1096491228070175,0.0282485875706214,0.024,0.0886699507389162,0.0439024390243902,0.0,0.0389294403892944,0.203852327447833
150099,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.1183261183261183,0.0757156048014773,0.0,0.0328542094455852,0.1034482758620689,0.0,0.0050251256281407,0.0401785714285714,0.0108108108108108,0.1475409836065573,0.0306748466257668,0.003690036900369,0.0526315789473684,0.0338983050847457,0.02,0.0098522167487684,0.0146341463414634,0.0,0.0113544201135442,0.1396468699839486
15009,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.98675645342312,0.6518928901200369,0.0,0.1011293634496919,0.0905172413793103,0.0669856459330143,0.1658291457286432,0.0848214285714285,0.0378378378378378,0.0491803278688524,0.0470347648261758,0.066420664206642,0.1008771929824561,0.0790960451977401,0.148,0.0935960591133004,0.0878048780487804,0.0,0.072992700729927,0.4328517924023542
15061,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0315536315536315,0.0184672206832871,0.45,0.4717659137577002,0.5129310344827587,0.4114832535885167,0.3467336683417085,0.1339285714285714,0.5243243243243243,0.6830601092896175,0.2556237218813906,0.2324723247232472,0.219298245614035,0.0847457627118644,0.496,0.2758620689655172,0.3414634146341463,0.0,0.2854825628548256,0.3472445157838416
15062,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0908128908128908,0.0794090489381348,0.1,0.1375770020533881,0.1163793103448275,0.0669856459330143,0.0703517587939698,0.1205357142857142,0.2054054054054054,0.180327868852459,0.0981595092024539,0.014760147601476,0.0833333333333333,0.231638418079096,0.116,0.0689655172413793,0.1121951219512195,0.0,0.0940794809407948,0.1942215088282504
15060,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0378387045053711,0.0249307479224376,0.4,0.3757700205338809,0.1206896551724138,0.1148325358851674,0.271356783919598,0.34375,0.4054054054054054,0.6174863387978142,0.2883435582822086,0.077490774907749,0.3552631578947368,0.1468926553672316,0.28,0.3054187192118227,0.3073170731707317,0.0,0.2546634225466342,0.3659711075441412
150611,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.1366041366041366,0.1265004616805171,0.0,0.0990759753593429,0.0086206896551724,0.1483253588516746,0.1758793969849246,0.0089285714285714,0.2162162162162162,0.1475409836065573,0.0777096114519427,0.0,0.0482456140350877,0.0282485875706214,0.04,0.1576354679802955,0.0390243902439024,0.0,0.0316301703163017,0.1556982343499197
150622,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0342472342472342,0.0212373037857802,0.05,0.034394250513347,0.0172413793103448,0.0191387559808612,0.0100502512562814,0.15625,0.0324324324324324,0.0,0.0081799591002045,0.088560885608856,0.0789473684210526,0.0282485875706214,0.02,0.0,0.0292682926829268,0.0,0.0251419302514193,0.1524879614767255
150600,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0719576719576719,0.0600184672206832,0.1,0.0708418891170431,0.043103448275862,0.0191387559808612,0.0251256281407035,0.0625,0.1135135135135135,0.0546448087431694,0.0306748466257668,0.059040590405904,0.0482456140350877,0.0508474576271186,0.148,0.1280788177339901,0.0585365853658536,0.0,0.0510948905109489,0.2113429641519529
15037,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.1282988616321949,0.0978762696214219,0.05,0.0816221765913757,0.0043103448275862,0.1339712918660287,0.0150753768844221,0.0669642857142857,0.054054054054054,0.0655737704918032,0.0981595092024539,0.1291512915129151,0.0570175438596491,0.0677966101694915,0.04,0.0591133004926108,0.0878048780487804,0.0,0.0754257907542579,0.1637239165329053
15039,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0306557639890973,0.0175438596491228,0.175,0.1016427104722792,0.0775862068965517,0.0526315789473684,0.0251256281407035,0.0669642857142857,0.0,0.0601092896174863,0.0224948875255623,0.014760147601476,0.0482456140350877,0.768361581920904,0.032,0.0394088669950738,0.1414634146341463,0.0,0.1175993511759935,0.2231139646869984
15040,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0987654320987654,0.0720221606648199,0.075,0.0616016427104722,0.0560344827586206,0.0861244019138756,0.0301507537688442,0.0401785714285714,0.081081081081081,0.0327868852459016,0.0265848670756646,0.047970479704797,0.1885964912280701,0.0847457627118644,0.036,0.0,0.0634146341463414,0.0,0.0551500405515004,0.1888710540395933
15038,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.2315536315536315,0.1828254847645429,0.0,0.0780287474332648,0.1120689655172413,0.2057416267942583,0.1507537688442211,0.0446428571428571,0.0054054054054054,0.0327868852459016,0.0429447852760736,0.047970479704797,0.0657894736842105,0.096045197740113,0.024,0.0197044334975369,0.0439024390243902,0.0,0.0381184103811841,0.184055644729802
15041,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.3498476831810165,0.1634349030470914,0.0,0.0277207392197125,0.0086206896551724,0.062200956937799,0.0251256281407035,0.0401785714285714,0.0,0.0109289617486338,0.0470347648261758,0.040590405904059,0.0657894736842105,0.0338983050847457,0.032,0.0,0.0341463414634146,0.0,0.0308191403081914,0.1776350989834136
15394,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.089337822671156,0.0637119113573407,0.0,0.0010266940451745,0.0,0.0191387559808612,0.0050251256281407,0.0401785714285714,0.0,0.0,0.0081799591002045,0.003690036900369,0.0526315789473684,0.0338983050847457,0.02,0.0,0.0,0.0,0.0024330900243309,0.1385767790262172
