name_p_BRI,name_p_BRIS,name_p_COB TUBE,name_p_COSTA,name_p_Cob magnet,name_p_Deep SMD,name_p_JIMI,name_p_MINI B,name_p_MINI C,name_p_PATENT,name_p_SELINE,name_p_STEPS,name_p_TORRES,color_p_B,color_p_G,color_p_W,color_p_WG,color_p_b,color_p_g,color_p_w,Inventory value_normalized,Inventory_normalized,Total orders_normalized,total 23_normalized,January_normalized,February_normalized,March_normalized,April_normalized,May_normalized,June_normalized,July_normalized,August_normalized,September_normalized,October_normalized,Novermber_normalized,December_normalized,AV23_normalized,multiplier_normalized,Minimum stock_normalized,purchase_r_normalized
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.13872053872053872,0.06555863342566944,0.0,0.027207392197125257,0.021551724137931036,0.0430622009569378,0.03015075376884422,0.044642857142857144,0.005405405405405406,0.03278688524590164,0.012269938650306749,0.033210332103321034,0.07894736842105263,0.02824858757062147,0.064,0.009852216748768473,0.02926829268292683,0.0,0.023519870235198703,0.12573568753344033
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2211319544652878,0.1172668513388735,0.0,0.0513347022587269,0.021551724137931036,0.19138755980861244,0.0,0.04017857142857143,0.032432432432432434,0.07650273224043716,0.010224948875255624,0.07011070110701106,0.09649122807017543,0.02824858757062147,0.02,0.04926108374384237,0.02926829268292683,0.0,0.025141930251419302,0.15462814339218833
False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.46714766714766714,0.32409972299168976,0.0,0.030800821355236138,0.04741379310344827,0.05741626794258373,0.08542713567839195,0.04017857142857143,0.021621621621621623,0.02185792349726776,0.010224948875255624,0.0036900369003690036,0.10087719298245613,0.011299435028248588,0.032,0.019704433497536946,0.014634146341463415,0.0,0.0113544201135442,0.2835741037988229
False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.25024851691518357,0.11634349030470914,0.0,0.062114989733059546,0.04741379310344827,0.11483253588516747,0.05025125628140704,0.05803571428571429,0.08108108108108109,0.06557377049180328,0.02044989775051125,0.04428044280442804,0.13596491228070176,0.062146892655367235,0.02,0.034482758620689655,0.04390243902439024,0.0,0.035685320356853206,0.1471375066880685
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4554753888087221,0.20867959372114497,0.0,0.017967145790554414,0.0,0.019138755980861243,0.005025125628140704,0.04017857142857143,0.0,0.01092896174863388,0.044989775051124746,0.01845018450184502,0.05701754385964912,0.02824858757062147,0.056,0.0,0.03414634146341464,0.0,0.027575020275750203,0.20599250936329588
False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3928811928811929,0.04709141274238227,0.0,0.005646817248459959,0.008620689655172414,0.028708133971291867,0.01507537688442211,0.04017857142857143,0.0,0.0,0.006134969325153374,0.0036900369003690036,0.06578947368421052,0.02824858757062147,0.028,0.0,0.004878048780487805,0.0,0.004866180048661801,0.12734082397003746
False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.31829405162738494,0.038781163434903045,0.0,0.008726899383983572,0.0,0.019138755980861243,0.005025125628140704,0.04017857142857143,0.0,0.08196721311475409,0.010224948875255624,0.0036900369003690036,0.04824561403508772,0.03389830508474576,0.02,0.0,0.0,0.0,0.0024330900243309003,0.12413055109684323
False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6457591790925125,0.2742382271468144,0.0,0.027207392197125257,0.01293103448275862,0.019138755980861243,0.035175879396984924,0.04017857142857143,0.04864864864864865,0.07103825136612021,0.02044989775051125,0.033210332103321034,0.06140350877192982,0.03954802259887006,0.032,0.0,0.01951219512195122,0.0,0.0186536901865369,0.24986623863028357
False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.25284591951258617,0.029547553093259463,0.0,0.001026694045174538,0.0,0.023923444976076555,0.005025125628140704,0.04017857142857143,0.0,0.0,0.0081799591002045,0.0036900369003690036,0.04824561403508772,0.02824858757062147,0.024,0.0,0.0,0.0,0.0016220600162206002,0.1193151417870519
False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7152156485489819,0.050784856879039705,0.0,0.003593429158110883,0.01293103448275862,0.019138755980861243,0.005025125628140704,0.04017857142857143,0.010810810810810811,0.0,0.0081799591002045,0.0036900369003690036,0.05263157894736842,0.02824858757062147,0.024,0.0,0.0,0.0,0.0024330900243309003,0.13108614232209737
False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9490460157126824,0.3481071098799631,0.0,0.02566735112936345,0.09913793103448276,0.023923444976076555,0.005025125628140704,0.049107142857142856,0.021621621621621623,0.01639344262295082,0.0081799591002045,0.01107011070110701,0.05701754385964912,0.062146892655367235,0.028,0.024630541871921183,0.00975609756097561,0.0,0.010543390105433901,0.2980203317281969
False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.46964886964886965,0.1883656509695291,0.0,0.026694045174537988,0.04310344827586207,0.028708133971291867,0.020100502512562814,0.07142857142857142,0.08648648648648649,0.0273224043715847,0.0,0.0036900369003690036,0.05701754385964912,0.062146892655367235,0.028,0.014778325123152709,0.004878048780487805,0.0,0.0056772100567721,0.2086677367576244
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10466570466570467,0.8698060941828255,0.0,0.027720739219712527,0.09482758620689655,0.06698564593301436,0.020100502512562814,0.04017857142857143,0.010810810810810811,0.0,0.0081799591002045,0.01107011070110701,0.09210526315789473,0.05649717514124294,0.02,0.0,0.014634146341463415,0.0,0.014598540145985401,0.5976457998929909
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5171075837742505,0.20683287165281625,0.0,0.00513347022587269,0.004310344827586207,0.03827751196172249,0.005025125628140704,0.04017857142857143,0.005405405405405406,0.00546448087431694,0.0081799591002045,0.0036900369003690036,0.05701754385964912,0.03389830508474576,0.02,0.0,0.004878048780487805,0.0,0.0032441200324412004,0.2209737827715356
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10168350168350168,0.8356417359187442,0.0,0.04004106776180698,0.14224137931034483,0.06698564593301436,0.035175879396984924,0.04017857142857143,0.02702702702702703,0.06557377049180328,0.0081799591002045,0.0036900369003690036,0.06578947368421052,0.02824858757062147,0.052,0.0,0.00975609756097561,0.0,0.010543390105433901,0.5805243445692884
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3724867724867725,0.036011080332409975,0.0,0.0077002053388090345,0.0,0.023923444976076555,0.005025125628140704,0.04017857142857143,0.0,0.07650273224043716,0.0081799591002045,0.0036900369003690036,0.04824561403508772,0.02824858757062147,0.02,0.0,0.0,0.0,0.0008110300081103001,0.12359550561797752
False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.291005291005291,0.038781163434903045,0.0,0.000513347022587269,0.0,0.019138755980861243,0.010050251256281407,0.04017857142857143,0.0,0.0,0.0081799591002045,0.0036900369003690036,0.04824561403508772,0.02824858757062147,0.02,0.0,0.0,0.0,0.0008110300081103001,0.12520064205457465
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.23748597081930414,0.21606648199445982,1.0,1.0,0.9482758620689655,0.9808612440191388,0.4020100502512563,0.04017857142857143,0.8432432432432433,1.0,1.0,0.23247232472324722,1.0,0.12994350282485875,1.0,0.4039408866995074,1.0,1.0,1.0,0.6388443017656501
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.1624498957832291,0.1440443213296399,0.15,0.13501026694045173,0.03879310344827586,0.04784688995215311,0.1306532663316583,0.0625,0.010810810810810811,0.01639344262295082,0.1083844580777096,0.25830258302583026,0.19298245614035087,0.15254237288135594,0.056,0.15270935960591134,0.17560975609756097,0.0,0.14841849148418493,0.24933119315141786
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.0,0.12557710064635272,0.2,0.6493839835728953,1.0,0.41148325358851673,0.6432160804020101,1.0,1.0,0.32786885245901637,0.1574642126789366,0.18450184501845018,0.5701754385964912,0.06779661016949153,0.056,0.5270935960591133,0.24878048780487805,1.0,0.25060827250608275,0.2247191011235955
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.13981080647747315,0.10249307479224377,0.15,0.0662217659137577,0.08620689655172414,0.2535885167464115,0.005025125628140704,0.04017857142857143,0.043243243243243246,0.04918032786885246,0.010224948875255624,0.0996309963099631,0.11403508771929824,0.0,0.02,0.029556650246305417,0.03414634146341464,0.0,0.030819140308191405,0.3028357410379882
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.029308962642295974,0.01569713758079409,0.5,0.7320328542094456,0.6681034482758621,0.9856459330143541,0.8140703517587939,0.0,0.3675675675675676,0.4644808743169399,0.4621676891615542,0.2878228782287823,0.9780701754385965,0.3389830508474576,0.204,0.7487684729064039,0.5951219512195122,1.0,0.5961070559610706,0.21455323702514714
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.23148949815616482,0.19205909510618652,0.075,0.19558521560574949,0.27155172413793105,0.430622009569378,0.2864321608040201,0.04017857142857143,0.03783783783783784,0.01639344262295082,0.05930470347648262,0.08487084870848709,0.31140350877192985,0.062146892655367235,0.116,0.14285714285714285,0.13170731707317074,0.0,0.11192214111922141,0.2209737827715356
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.09126182459515793,0.10064635272391505,0.225,0.17299794661190965,0.0603448275862069,0.10047846889952153,0.22110552763819097,0.04017857142857143,0.14054054054054055,0.01092896174863388,0.05725971370143149,0.2878228782287823,0.18859649122807018,0.2711864406779661,0.164,0.11330049261083744,0.2048780487804878,0.0,0.17274939172749393,0.2883895131086142
False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.26124739458072793,0.21791320406278855,0.0,0.07443531827515401,0.004310344827586207,0.22966507177033493,0.01507537688442211,0.16071428571428573,0.032432432432432434,0.0,0.053169734151329244,0.04059040590405904,0.10964912280701754,0.02824858757062147,0.024,0.08866995073891626,0.04390243902439024,0.0,0.038929440389294405,0.20385232744783308
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.11832611832611832,0.07571560480147738,0.0,0.03285420944558522,0.10344827586206896,0.0,0.005025125628140704,0.04017857142857143,0.010810810810810811,0.14754098360655737,0.03067484662576687,0.0036900369003690036,0.05263157894736842,0.03389830508474576,0.02,0.009852216748768473,0.014634146341463415,0.0,0.0113544201135442,0.13964686998394862
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.9867564534231201,0.6518928901200369,0.0,0.10112936344969199,0.09051724137931035,0.06698564593301436,0.1658291457286432,0.08482142857142858,0.03783783783783784,0.04918032786885246,0.04703476482617587,0.06642066420664207,0.10087719298245613,0.07909604519774012,0.148,0.09359605911330049,0.08780487804878048,0.0,0.072992700729927,0.4328517924023542
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.031553631553631556,0.018467220683287166,0.45,0.4717659137577002,0.5129310344827587,0.41148325358851673,0.34673366834170855,0.13392857142857142,0.5243243243243243,0.6830601092896175,0.2556237218813906,0.23247232472324722,0.21929824561403508,0.0847457627118644,0.496,0.27586206896551724,0.34146341463414637,0.0,0.28548256285482565,0.34724451578384163
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.09081289081289082,0.07940904893813482,0.1,0.1375770020533881,0.11637931034482758,0.06698564593301436,0.07035175879396985,0.12053571428571429,0.20540540540540542,0.18032786885245902,0.09815950920245399,0.014760147601476014,0.08333333333333333,0.23163841807909605,0.116,0.06896551724137931,0.11219512195121951,0.0,0.09407948094079481,0.1942215088282504
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.03783870450537117,0.024930747922437674,0.4,0.3757700205338809,0.1206896551724138,0.11483253588516747,0.271356783919598,0.34375,0.40540540540540543,0.6174863387978142,0.2883435582822086,0.07749077490774908,0.35526315789473684,0.14689265536723164,0.28,0.3054187192118227,0.3073170731707317,0.0,0.2546634225466342,0.36597110754414125
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.13660413660413662,0.1265004616805171,0.0,0.09907597535934291,0.008620689655172414,0.14832535885167464,0.17587939698492464,0.008928571428571428,0.21621621621621623,0.14754098360655737,0.07770961145194274,0.0,0.04824561403508772,0.02824858757062147,0.04,0.15763546798029557,0.03902439024390244,0.0,0.031630170316301706,0.15569823434991975
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.03424723424723425,0.02123730378578024,0.05,0.034394250513347026,0.017241379310344827,0.019138755980861243,0.010050251256281407,0.15625,0.032432432432432434,0.0,0.0081799591002045,0.08856088560885608,0.07894736842105263,0.02824858757062147,0.02,0.0,0.02926829268292683,0.0,0.025141930251419302,0.15248796147672553
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.07195767195767196,0.06001846722068329,0.1,0.07084188911704312,0.04310344827586207,0.019138755980861243,0.02512562814070352,0.0625,0.11351351351351352,0.0546448087431694,0.03067484662576687,0.05904059040590406,0.04824561403508772,0.05084745762711865,0.148,0.12807881773399016,0.05853658536585366,0.0,0.051094890510948905,0.21134296415195292
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.12829886163219498,0.09787626962142197,0.05,0.08162217659137577,0.004310344827586207,0.1339712918660287,0.01507537688442211,0.06696428571428571,0.05405405405405406,0.06557377049180328,0.09815950920245399,0.12915129151291513,0.05701754385964912,0.06779661016949153,0.04,0.059113300492610835,0.08780487804878048,0.0,0.07542579075425791,0.1637239165329053
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.030655763989097324,0.017543859649122806,0.175,0.10164271047227925,0.07758620689655173,0.05263157894736842,0.02512562814070352,0.06696428571428571,0.0,0.060109289617486336,0.022494887525562373,0.014760147601476014,0.04824561403508772,0.768361581920904,0.032,0.03940886699507389,0.14146341463414633,0.0,0.11759935117599352,0.2231139646869984
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.09876543209876543,0.07202216066481995,0.075,0.061601642710472276,0.05603448275862069,0.0861244019138756,0.03015075376884422,0.04017857142857143,0.08108108108108109,0.03278688524590164,0.026584867075664622,0.04797047970479705,0.18859649122807018,0.0847457627118644,0.036,0.0,0.06341463414634146,0.0,0.055150040551500405,0.18887105403959337
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.23155363155363157,0.18282548476454294,0.0,0.07802874743326489,0.11206896551724138,0.20574162679425836,0.1507537688442211,0.044642857142857144,0.005405405405405406,0.03278688524590164,0.04294478527607362,0.04797047970479705,0.06578947368421052,0.096045197740113,0.024,0.019704433497536946,0.04390243902439024,0.0,0.038118410381184104,0.18405564472980204
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0.3498476831810165,0.1634349030470914,0.0,0.027720739219712527,0.008620689655172414,0.06220095693779904,0.02512562814070352,0.04017857142857143,0.0,0.01092896174863388,0.04703476482617587,0.04059040590405904,0.06578947368421052,0.03389830508474576,0.032,0.0,0.03414634146341464,0.0,0.030819140308191405,0.1776350989834136
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.089337822671156,0.06371191135734072,0.0,0.001026694045174538,0.0,0.019138755980861243,0.005025125628140704,0.04017857142857143,0.0,0.0,0.0081799591002045,0.0036900369003690036,0.05263157894736842,0.03389830508474576,0.02,0.0,0.0,0.0,0.0024330900243309003,0.13857677902621723
